ID	COMPOUND_ID	SPECIES_TEXT	SPECIES_ACCESSION	COMPONENT_TEXT	COMPONENT_ACCESSION	STRAIN_TEXT	STRAIN_ACCESSION	SOURCE_TYPE	SOURCE_ACCESSION	COMMENTS
12419	88969	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12420	88970	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12421	88971	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12422	88972	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12423	88973	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12424	88974	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12429	88975	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12441	88976	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12442	88977	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12443	88978	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12444	88979	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12447	88980	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12448	88981	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12449	88982	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12450	88983	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12451	88984	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12452	88985	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12454	88986	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12455	88987	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12458	88988	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12459	88989	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12460	88990	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12461	88990	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12462	88991	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12464	88992	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12471	88993	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12472	88994	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12473	88995	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12474	88996	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12475	88997	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12476	88998	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12479	88999	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12482	89000	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12483	89001	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12490	89002	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12493	89003	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12500	89004	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12503	89005	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12504	89006	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12505	89007	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12506	89008	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12507	89009	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12508	89009	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12509	89010	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12510	89011	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12511	89012	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12512	89013	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12513	89013	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12514	89014	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12515	89014	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12518	89015	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12533	89016	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12535	89017	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12536	89018	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12537	89019	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12538	89020	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12539	89021	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12540	89022	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12541	89023	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12542	89024	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12543	89025	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12544	89026	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12545	89027	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12547	89028	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12563	89029	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	20669995	null
12580	89030	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12581	89031	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12582	89032	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12583	89033	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12584	89034	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12585	89035	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12586	89036	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12587	89037	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12588	89038	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12589	89039	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12590	89040	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12591	89041	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12592	89042	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12593	89043	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12594	89044	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	PubMed Id	24421258	null
12595	89045	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12596	89046	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12597	89047	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12598	89048	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12599	89049	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12600	89050	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12601	89051	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12603	89052	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	Article	National Health and Nutrition Examination Survey (NHANES Survey) 2013	null
12604	89052	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	19167006	null
12605	89052	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	22284503	null
12606	9481	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	12707870	null
12634	89053	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	PubMed Id	24421258	null
12635	89054	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	PubMed Id	24421258	null
12636	80946	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	PubMed Id	24421258	null
12637	80946	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	21970810	null
12687	89055	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12688	89056	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12689	89057	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12692	17898	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	Article	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp., Basel, Switzerland c1981-1992.	null
12693	89058	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12706	9532	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	17642321	null
12707	9532	Homo sapiens	NCBI:txid9606	cerebrospinal fluid	UBERON:0001359	null	null	PubMed Id	12111441	null
12708	89059	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12712	35986	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	17314143	null
12722	89060	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	Article	Geigy Scientific Tables, 8th Rev edition, pp. 165-177. Edited by Cornelius Lentner.	null
12723	89060	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	22664055	null
12724	16893	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12729	89061	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	PubMed Id	24421258	null
12734	15641	Homo sapiens	NCBI:txid9606	cerebrospinal fluid	UBERON:0001359	null	null	PubMed Id	9870205	null
12735	15641	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	18160726	null
12746	89063	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12747	89063	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12749	89064	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12750	89064	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12751	89065	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12752	89065	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12753	89066	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12754	89066	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12755	89067	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12760	89068	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12764	89069	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12765	89070	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12766	89070	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12769	89071	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12775	89072	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12776	89073	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12777	89074	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12778	89075	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12779	89076	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12780	89077	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12781	89077	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12782	89078	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12783	89078	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12784	89079	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	227368	null
12785	89080	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12786	89080	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12788	89081	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12789	89081	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12790	89082	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12791	89082	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12792	89083	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12793	89083	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12794	89084	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12795	89084	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12798	89085	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12799	89085	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12800	34310	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12801	34310	Homo sapiens	NCBI:txid9606	cerebrospinal fluid	UBERON:0001359	null	null	PubMed Id	15061359	null
12802	89086	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	23454028	null
12809	89087	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	8294547	null
12810	89087	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	8294547	null
12811	89088	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12812	89089	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12813	89090	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12814	89091	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12817	89092	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12822	89093	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	20671299	null
12824	82392	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	Article	National Health and Nutrition Examination Survey (NHANES Survey) 2013	null
12825	77417	Homo sapiens	NCBI:txid9606	faeces	UBERON:0001988	null	null	PubMed Id	21970810	null
12826	89094	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12827	89094	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12828	89095	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12829	89095	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12830	89096	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12831	89096	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12832	17154	Homo sapiens	NCBI:txid9606	blood	UBERON:0000178	null	null	PubMed Id	22626821	null
12833	17154	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	2026685	null
12834	17154	Homo sapiens	NCBI:txid9606	breast milk	ENVO:02000031	null	null	PubMed Id	24027187	null
12840	89097	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12841	89098	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12842	89098	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12843	89099	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	22827565	null
12844	89100	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12846	89101	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12847	89101	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12848	89102	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12849	89102	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12850	89103	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12851	89103	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
12852	89104	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12854	89105	Homo sapiens	NCBI:txid9606	urine	BTO:0001419	null	null	PubMed Id	24023812	null
12855	89105	Homo sapiens	NCBI:txid9606	saliva	UBERON:0001836	null	null	Article	Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)	null
