peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M313T449_POS,313.158415834779,313.15353424567553,313.1588988458953,449.1977233886719,437.67706298828125,450.78204345703125,11,8,1769546.4144203088,260040.46678971176,369691.13486931584,219799.10879934183,206643.33292968926,NA,NA,116741.8066978253,NA,428664.43411458435,NA,1361328.2707374152,NA,NA
M313T530_POS,313.16209231251224,313.161799896456,313.16258520015333,530.23077392578125,528.9407958984375,531.11834716796875,11,11,2238412.169130661,1345422.2393537874,439046.91781640245,2283969.5977153187,NA,567927.3781559092,NA,NA,2602128.5664768335,1566204.2159287578,1627849.7945020273,626714.4542451809,336017.18174287543,3787404.1779835415
M313T431_POS,313.1637908524931,313.1634826941579,313.1643834259761,430.51994873046874,429.8830261230469,431.456787109375,14,14,589722.0186607148,523287.55791873514,1793619.4538120893,953325.1562486897,1378008.7713570038,1280895.1503515635,1492187.697632454,1092674.6707043392,1429672.847653791,1201612.5501906297,1748572.750434023,532592.3263614174,1454923.8119067429,1812439.8569179687
M313T569_POS,313.17679624474385,313.1765475789922,313.1774327973197,568.6326599121094,567.8961181640625,569.551,12,12,1738407.0508340928,1291898.0914453059,1397750.283495481,1509218.5006941434,1320631.089067896,1685388.999272955,1670046.8102599408,1903485.8139969562,NA,1377580.5464814524,1589526.4341607771,2210462.3441943876,1484774.4446175639,NA
M313T544_POS,313.1625835942956,313.16202294409317,313.1772840522266,543.89892578125,542.6162109375,546.6966552734375,11,9,1483903.4820693315,611511.6934938071,NA,783642.6020531821,NA,489827.379172958,743547.781566887,NA,2039196.2794383627,485119.23964184907,734143.2963687474,NA,NA,1649416.4825610411
M313T456_POS,313.1788093953075,313.17681745859096,313.1983353952381,455.83197021484375,445.45697021484375,463.2783508300781,17,12,NA,167706.40413300754,289172.4397074218,139570.3450380859,376713.2736860787,85392.8566477278,376298.3371304351,595741.9554780271,274806.0931563732,338829.38273575477,372929.2563967632,1806111.2367672967,462487.18788940733,NA
M313T477_POS,313.218846787167,313.21862777795985,313.2195118162586,476.75217407226563,476.0032958984375,481.26220703125,12,12,414267.7317187506,599759.2256424736,228243.25028571545,615319.6309693278,1313248.0070719772,548523.6187539055,359837.56496299314,NA,779553.5584694954,496139.12102370587,802864.3708844857,169931.0698828141,NA,402487.15576041694
M313T560_POS,313.2344267163436,313.23419420351456,313.234965181012,559.9976806640625,558.67669677734375,560.89935302734375,13,13,NA,1959783.164698801,2842143.413124006,2936007.668608863,2993726.203638667,3064854.7135673226,3264907.3497656086,3740677.6472332864,3438119.7747562537,3569617.525939465,2609853.7486842126,5099814.163837041,3101296.534308924,2421702.0654101595
M313T522_POS,313.23671207161885,313.23647428807607,313.23709773287567,522.0728759765625,521.47052001953125,527.69476318359375,11,11,NA,2379166.7673179177,3273991.2791640568,8603249.670142993,2412060.111088017,1788606.7086914128,1580544.812257301,2236636.275166237,3380459.9864260857,1934997.3984403836,4849853.100659754,NA,1310813.198749694,NA
M313T623_POS,313.2729393459793,313.2727886397893,313.2735953478494,623.29058837890625,616.8958740234375,623.595,15,14,82985758.12229407,72224634.91026992,253488060.835466,144029671.97294152,175081941.8005591,202570704.4756283,219688413.93994334,222447035.41206008,660033383.3372024,171761616.8933722,198097303.7307443,108282572.87058781,176536990.42217195,55075120.95065963
M313T604_POS,313.27297993950293,313.27273508908945,313.2736150563317,604.0211181640625,588.307861328125,604.905517578125,11,9,NA,6974079.166750061,16379800.487495176,22969776.717030354,17961500.49104161,NA,25054695.742018506,20098787.82330891,NA,19722332.57646889,NA,17125828.056934044,NA,17217867.635678656
M313T637_POS,313.27290340462696,313.2728036656335,313.27332783915017,636.8484802246094,635.22412109375,637.095,8,8,NA,8607233.739101196,16449410.570312545,13724380.172544498,23047747.591068484,NA,16055335.1557863,21906631.922392078,NA,25326516.387064934,20439153.35172736,NA,NA,NA
M313T691_POS,313.32876075139967,313.3285260765491,313.32933070205763,690.6129150390625,687.832275390625,693.4442138671875,8,8,NA,NA,214412.85767578083,1262718.3575058482,991590.5884730157,NA,198236.5826181586,NA,NA,298010.1218033385,625184.3451984755,532454.1102387145,NA,1389674.6300531416
M314T582_POS,313.6303648500945,313.6300450009775,313.63093174885927,581.88751220703125,581.241,582.79803466796875,12,12,NA,489209.9370345978,446185.39195089013,475612.26680702524,353516.8091384285,847219.5208443489,339087.66296015965,252212.23276233813,566727.9394247006,683935.859384533,677570.0420487166,521535.54628515046,NA,405250.3166153514
M314T488_POS,314.1051663110276,314.10490198375805,314.10575630884273,488.1131101074219,487.4135437011719,488.7398376464844,12,12,592432.730639647,770387.0208657442,332999.03829545336,518483.30772553,446065.83715820074,238166.6727987146,274900.1828112777,NA,427977.0795247417,413785.0806151039,446197.27471628477,NA,317026.41032617347,371395.45511631813
M314T540_POS,314.1461606224817,314.1457892458933,314.1468805587906,539.52008056640625,538.23504638671875,540.134,9,9,NA,NA,230126.83715055013,198921.15183593746,97284.82979101376,NA,242634.1461916869,66544.43128320463,127201.55493119071,544122.4922361512,NA,150735.04538352654,NA,68657.07800130086
M314T194_POS,314.1574572315789,314.1571917066068,314.1581097785839,194.3574855957031,193.7313690185547,202.9765625,14,14,360358.57158966764,430780.74222363177,594803.8996337317,872774.1281459233,799608.1959459624,765063.5907315866,591396.3862914578,697380.2170837388,654639.537136629,637445.243913382,1259905.718584374,549110.2763465089,615127.41865104,624965.0965847041
M314T454_POS,314.1634141947551,314.16311698862654,314.16389784153694,453.8815155029297,453.25811767578125,454.53118896484375,14,14,129328.39141845703,219845.68828320302,714921.1321484314,1045896.5517109388,698516.2268109906,785068.3161223938,887760.3128378919,741231.6733043484,627169.3239515576,572659.855311579,562634.1973588621,3472139.2565945247,1376562.7963038825,1369890.8964960952
M314T346_POS,314.23193017724384,314.23168994869286,314.23247329774443,345.87310791015625,344.6261901855469,348.3669738769531,14,14,7446407.559163678,12728754.158365358,19137317.15510223,14821500.91827651,127203083.19675016,17284683.53346039,40638499.534090444,12934215.260173494,26396912.854268312,12125527.334014641,94921337.4599479,14249138.011750052,34529843.99721343,20187846.681739148
M314T360_POS,314.2319607897638,314.2317286660292,314.23245592180785,359.6058349609375,358.6438293457031,361.75537109375,13,13,2420147.239314668,4469045.644044194,6299569.148779528,5295826.784729699,28078406.543537837,2984337.791999513,8748662.08769582,NA,5810584.436567839,3251920.4720418504,34104224.75583749,4777435.6468274165,4687199.76619335,6792440.250477365
M314T560_POS,314.2380706752597,314.23779601918164,314.2387209481972,559.6689453125,558.47271728515625,560.33489990234375,12,12,NA,NA,276518.90939062566,263816.2321091353,330412.2445992201,338901.60057444795,354223.3247989616,240835.8022901782,455021.22877358535,397053.9018701086,208338.5607605828,754900.9915314564,375527.08366764983,265793.45461035456
M314T623_POS,314.2762643864992,314.2760991078394,314.27695527003726,623.2947082519531,616.8958740234375,637.2864990234375,22,14,16830321.477550235,13987397.688130917,50437944.52351447,27778900.547592692,35375086.32203682,42457065.56725631,55516425.92461378,45373180.73863318,134131814.07361189,33864306.17208322,40841254.79108097,21139212.992937393,34906766.154629216,10871423.663530009
M314T604_POS,314.27635479783146,314.2760995045761,314.2769123762515,604.48614501953125,602.21173095703125,605.94647216796875,11,11,NA,NA,2952069.3446964365,4434180.944335918,3440185.548849884,2538561.6646582307,3486430.8234516736,3433714.9777516453,3415218.765127211,NA,2648228.003058866,3589889.175372265,3869148.4301870735,3672380.594990935
M314T640_POS,314.30467295095207,314.3045100383342,314.30511620335886,639.8407783203124,637.0740966796875,641.50994873046875,10,10,NA,NA,211903.15193212428,401435.2849863315,573837.7985342953,419996.3759462304,338543.2403354797,182944.1935147372,542366.4859843752,NA,201443.74023295598,NA,669491.5158316976,536533.8162221262
M314T531_POS,314.3409361696531,314.3406711939806,314.3415853603655,531.2684020996094,528.62957763671875,537.076171875,12,12,NA,NA,1771306.0858314845,2024099.2461123986,1667381.880648597,2425275.100484985,1644904.4268051032,2248059.1028730418,1734764.1062738437,1707482.8383372063,1787088.3224330277,5432040.820144119,11716863.16793947,3416515.6946758637
M314T502_POS,314.340911349736,314.3407225033415,314.34154355448464,502.3046671142578,499.16522216796875,508.9945068359375,12,12,NA,NA,3237962.1903444617,2733880.747271137,3120745.182870194,3093448.4876610553,2205422.411597667,1938986.281154365,3234273.0145501047,2554204.1954276264,3846198.782354993,2370133.361836698,3546931.249015131,2633405.399802408
M315T50_POS,314.961745107447,314.9615205581693,314.96228589971406,50.466102600097656,40.92620849609375,55.91408920288086,7,7,NA,26731851.29221781,25591455.29798523,25334935.298929304,NA,NA,NA,NA,29361024.858362604,NA,55095802.58387742,41013053.69364492,NA,60907047.153840184
M315T189_POS,314.98787501531706,314.9874942168486,314.98840599921664,189.06365966796875,171.94940185546875,198.61183166503906,11,9,NA,NA,NA,NA,1655614.728435697,1537354.7568587097,1852176.677465662,2692765.7852379046,3709601.619570567,4489575.528484374,NA,3683108.295323056,4925965.3504498135,727629.200618989
M315T181_POS,315.0592216754756,315.05883081028276,315.0597509493316,181.0225830078125,178.5323486328125,182.10458374023438,9,9,917534.3258121077,NA,1260200.6412908419,NA,265744.0145761718,834461.3131415247,NA,NA,617899.171737304,143821.24409722135,NA,578572.3813562198,700898.6033405956,204254.34437255934
M315T33_POS,315.07903375169406,315.0784238375448,315.0796485498042,33.171207427978516,32.6529,38.19297790527344,13,13,380601682.8954964,16037766.82363125,187147826.12570062,259955996.39743555,4224143.078375001,52981601.59271064,34483737.49511719,241805873.83623233,NA,563402273.9607246,130797688.50169931,79025137.54641664,493887050.1893699,192108252.49027336
M315T421_1_POS,315.0732368820338,315.0727507739026,315.0818973540831,420.5602111816406,419.6094055175781,422.11181640625,11,11,67097.21688867224,860785.4368108836,236903.091402496,469248.05289574,422772.56808333204,515594.3225387854,NA,NA,486398.2676393236,477936.48783164006,516145.74083165283,386107.03443818935,751562.2315228367,NA
M315T466_POS,315.08748664713426,315.08701429740785,315.09286715146567,466.1663778076172,454.81195068359375,483.128662109375,12,11,164678.4807516444,152439.58135290453,NA,469393.9790402924,1074541.3195145486,239273.3355687763,323974.5100328574,NA,NA,188373.87137597613,701656.0479208976,212238.15597432843,559196.8415429702,153921.52232682484
M315T421_2_POS,315.1196924418293,315.1003201329649,315.120220507906,421.32798767089844,408.1270446777344,424.9151306152344,8,8,NA,1734644.1412539103,NA,NA,NA,651108.8026447374,974869.122737069,NA,154413.56771622284,228890.8486406244,NA,667237.0185731904,924519.576206751,1265965.949807708
M315T642_POS,315.13318211853954,315.13296266951437,315.1337895088565,641.8230895996094,639.67193603515625,643.20220947265625,14,14,39090777.70449687,86575557.43778831,50767254.17426206,196128682.73941267,132139437.05732642,90448283.95132788,145935657.4470864,379455977.21726656,61530530.10914579,546070457.6326934,306683579.4691682,115922174.9930055,71405702.72640006,31205420.994767178
M315T572_POS,315.13319427939456,315.13305441851185,315.13405098695137,572.2122802734375,558.67669677734375,587.09625244140625,19,12,NA,NA,4767980.333685797,14859891.660016295,8627944.172991335,6481010.888656245,11782672.065944264,26271701.751234382,3779046.4291146337,44787896.36070079,18847539.57972154,6889726.070584674,5610096.863331941,2379497.6474687485
M315T401_POS,315.13329589894533,315.1330840491117,315.1338064967145,400.649169921875,400.330078125,402.19677734375,9,9,NA,NA,1939346.4798109063,3441958.9661676036,2953061.1236304305,3117736.7900485373,3883494.957185138,NA,3893920.3238016716,5604470.263439541,NA,3035984.1001875037,2511678.3036359926,NA
M315T433_POS,315.13328468021473,315.13309001334864,315.13386240745973,432.8262939453125,431.76824951171875,433.67547607421875,14,14,2373198.7956638644,5298680.979692303,6441233.688012851,19055409.877064727,10084100.748971405,13299232.451818852,22965609.09526665,11487172.425137475,8000479.575759643,37101068.70041596,14076318.578050978,10380181.41595702,9151632.863463337,7736724.446793855
M315T460_POS,315.1336231074863,315.1330339901035,315.147749897255,459.7000427246094,458.2846374511719,471.011962890625,16,12,1474352.434534421,NA,2736845.6841350384,5210802.064416395,4223024.067639031,4578351.229564341,5841890.492589443,NA,3006538.4697916657,7328597.245057289,694839.1082555795,3597548.034509873,3034814.722317295,1613606.8331363474
M315T375_POS,315.1557772934439,315.15550407961155,315.15624346467933,375.1371765136719,374.5148620605469,376.0577697753906,13,13,1007755.5892926122,671200.4682601548,618881.389385418,NA,469550.5796149087,252529.92530493424,496440.8694390617,619176.7171839876,301041.86029999796,416001.49721052474,197243.73661830375,2025269.1522782266,271946.5417673601,309705.11240820197
M315T489_POS,315.1557692452317,315.147043800305,315.15649237002236,488.68341064453125,483.3999938964844,498.092,20,12,3994221.366611608,NA,656874.2126190236,916384.2041121458,3779256.445931632,1286153.8178868417,1011937.4841752904,1386025.7255468778,1223781.2777226488,NA,874539.8687389571,5134173.003931363,5641350.946887641,5523693.667667311
M315T553_POS,315.19257684974195,315.1779982163365,315.19545752586265,552.75054931640625,530.4893798828125,554.6944580078125,23,14,5308973.505765607,6691535.473783525,3027732.3544958145,4251602.773280146,2193897.6623558127,7052463.416505611,4528081.459686461,4290352.552687473,5089605.243648701,6224220.415064114,4566799.437427357,119303274.44907305,151397702.16386032,301499686.16997135
M315T567_POS,315.1924026968137,315.174078039328,315.1948331770316,566.54742431640625,562.801025390625,575.23333740234375,14,10,NA,3681055.5080892676,NA,2844624.013451113,6660762.634944118,1349670.7090123624,2179092.6609375332,NA,NA,70666.97924999935,1563917.583985588,296664.775523439,576619.8630058678,1617296.6683906054
M315T398_POS,315.1775309979071,315.17711979788425,315.1948691869011,397.54052734375,395.0379943847656,407.8129577636719,9,8,517056.5663678699,571943.3500468777,628381.7438937484,NA,216368.18444117653,NA,NA,NA,444097.97164732026,NA,NA,1279119.2991536455,2010796.6238816476,343884.6754215038
M315T447_POS,315.2035952680093,315.2034818848857,315.20424164276614,447.01824951171875,434.251953125,448.9076843261719,10,9,NA,NA,613519.1336468759,1430055.8415429723,NA,1094000.3403122264,1007864.2033154798,334350.7439326167,733857.808017418,996085.8852776412,752514.4697929674,352404.6936059106,NA,NA
M315T510_POS,315.21361748490756,315.2133447417302,315.21474060435656,509.6331481933594,502.2452697753906,511.5039367675781,15,14,2759174.61270557,4012520.291221093,2101555.179411131,1810858.6974269114,1578452.5999999868,1414531.7490838096,1219301.0090625025,1768096.9146923015,1380044.0332038556,1314284.0339168217,1739476.024901083,1141624.8387107337,1567057.0964755025,1364742.2693957882
M315T347_POS,315.2354150376234,315.23516170521833,315.2360115695026,346.8040771484375,344.6261901855469,360.5175476074219,21,14,1052741.3504475097,1758292.1693304712,3484345.027340224,2276988.121722125,22011672.669648465,3243283.588769752,7070405.93910949,1592378.9386484334,3979547.3472200725,2001568.6351423375,15865093.068147277,2638906.562649827,6035443.940504336,3930703.2130156267
M315T561_POS,315.2312632814803,315.23101514808207,315.2319014013391,560.6348410644531,558.3792724609375,561.77557373046875,14,14,130348707.34738907,10197547.24256403,257252270.3759906,39031891.812543154,48806666.429342456,74843067.93362634,241281029.08773687,277417701.0607286,444352112.40653867,54867711.44344419,35886269.157825306,121088211.93196563,252113946.34163156,57521968.97788196
M315T623_1_POS,315.2523264028258,315.25211070193967,315.2529344108597,622.96197509765625,622.0406494140625,623.2960205078125,14,14,6747500.348047168,6315153.079574565,13861640.906044962,16495230.931200815,13099348.412345218,12374924.274122262,13027202.853186797,12089907.36392838,9747195.88546522,11416585.946845679,13339871.688599579,6941475.660084216,9490658.923711084,8573260.279935434
M315T568_POS,315.25220853143134,315.2520221548914,315.2528321132473,567.7171630859375,553.27520751953125,568.932,17,13,NA,2203300.8751415783,3214204.6818073755,2845265.431694131,1294448.9898214322,2076699.2350709755,2408159.954205809,3446926.2298850883,1349400.3385649982,2091548.6617788728,1911029.7588861743,2313098.1039070245,1624627.3394765847,1460009.191739576
M315T536_POS,315.252330463558,315.25211752811833,315.2528662256836,536.414169921875,535.78387451171875,537.468505859375,8,8,NA,2435364.1686562467,NA,9430185.094893035,NA,2227477.615543727,2542741.9129447723,1990567.4452801521,6334571.030507453,NA,NA,1293134.7542635335,1469375.0384168678,NA
M315T623_2_POS,315.27931936604205,315.27905260604575,315.27980999389075,623.29339599609375,616.8958740234375,623.599365234375,15,14,1429568.3065035539,1493271.9636494743,5319295.4367641965,2631469.0329404585,3308609.386907373,4392238.046842284,4517258.098723391,5263469.418375312,14201566.085351443,3580523.0330260596,4275791.949110859,2233865.382770464,3700683.228687478,868070.5142223131
M316T628_POS,315.66674664957947,315.66647109583613,315.66707068589284,628.230224609375,627.2467041015625,629.652587890625,9,9,NA,1128957.044058071,764049.330222035,739655.6793142236,2097895.7329121726,1607806.972250522,NA,NA,1231844.6219765572,557743.7290251094,1756199.7528767653,NA,1203058.0517666007,NA
M316T375_POS,315.68656742346775,315.68635268066106,315.6872360686859,375.1504211425781,374.5148620605469,376.0577697753906,12,12,NA,NA,1155420.0241822838,244749.38876432163,564762.2932560651,383525.4754980501,577188.205409006,854160.374994883,279683.8992989292,546724.09814309,368570.0815997568,1114692.9578594812,156639.21671874853,308970.1960366577
M316T33_POS,316.08262507719894,316.0824015618367,316.0832802962881,33.171207427978516,32.6529,33.40903854370117,11,11,30740830.583962508,NA,19628172.980943713,25871823.71914745,NA,4943211.000185627,3102807.6290249988,24737936.952558227,NA,56643549.65535454,13376119.140233397,11264652.884918997,43216288.189369135,15355524.39037207
M316T453_POS,316.11734335634713,316.1171388146181,316.11745934723854,453.26031494140625,452.9346618652344,454.19622802734375,7,7,659792.609677012,2938189.681560783,NA,815248.4831888664,2644751.790134886,NA,NA,NA,567920.6936879109,143174.4438486337,469479.08832275134,NA,NA,NA
M316T642_POS,316.13623194311015,316.135861468128,316.1368282856135,641.8230895996094,639.67193603515625,643.20220947265625,14,14,5997363.068741608,13165686.362552403,8052357.073935576,32676664.82710916,21455016.724636775,14490571.186735975,23307622.208946954,63096415.07156575,8996662.286267832,91707085.24895845,51382481.48816077,17958134.442039743,10880678.529689115,4595121.515054088
M316T433_POS,316.13670584491183,316.1364498803731,316.14325442196275,433.00347058105467,415.9078674316406,433.9850158691406,14,13,NA,835089.5679147736,989747.6163347791,3139746.6501085535,1323882.7977022734,2179542.4196534073,3842291.821456383,1782622.4037966966,1102810.231398651,5874829.401305042,2191347.4550257516,1354622.167041673,1313971.3527695336,1185030.9364255539
M316T573_POS,316.1364404234079,316.1253487998088,316.137387959053,572.659912109375,565.20025634765625,573.90875244140625,9,8,NA,NA,NA,2123231.3669291455,NA,952770.3759294255,1131476.6838887318,3906796.2268333836,237185.71105762184,7205416.27890758,2609538.671931136,675700.6898107403,NA,NA
M316T450_POS,316.1668823584894,316.1537138329958,316.16737372913997,450.44451904296875,449.5104675292969,453.8809509277344,8,8,2041397.4621582031,365596.6802725691,338274.2769309887,NA,204788.16916531714,NA,NA,NA,111139.13891455065,453787.6567104535,NA,979523.032328996,NA,84593.23128231493
M316T554_POS,316.19611054349537,316.1900094821907,316.1987904390033,553.54547119140625,539.16259765625,563.10955810546875,19,13,811361.4406909659,1415440.5129802392,505646.6897812506,712360.6259461882,776366.5768981682,1120589.9786718735,702741.7127636748,752430.1986745705,142808.5557473949,1078639.1579987837,NA,22796038.715613894,29325170.039514747,58159071.06989419
M316T171_POS,316.21119938291145,316.2111479449329,316.21187054104234,171.3301544189453,170.70399475097656,172.57217407226562,9,9,NA,NA,460409.2095374994,NA,NA,627651.8101185191,569552.8875297492,428448.9878417129,760137.3627043255,686718.5938165333,NA,113468044.2203244,181661867.8731041,185988273.1313902
M316T561_POS,316.23458208971283,316.2343337476054,316.23521649882156,560.6348410644531,558.3792724609375,561.77557373046875,14,14,29185117.403375342,2202600.9909169544,58493223.750345476,8695199.681948118,10803679.268780248,16441362.053958008,54354694.72349048,62746456.04119829,100437693.2862811,10575725.681905827,7621126.2812484745,25849605.258554146,56104523.81295171,11641264.107075108
M316T383_POS,316.24762618214555,316.24734701860103,316.248178053481,382.9132385253906,368.60272216796875,385.0835266113281,19,14,15225677.33943751,34410663.47719014,68183497.80133314,25615407.76368249,417878568.34336954,50848969.05761868,114824770.41836825,43706622.15448875,61288759.20156797,37730654.71555986,243524702.78187633,52203295.00691027,142016641.2005752,62370692.36730253
M316T346_POS,316.23806158506767,316.2376650907795,316.23864975601145,346.184814453125,344.31353759765625,348.35736083984375,7,7,NA,59973.22468278047,NA,NA,2261241.1112488518,NA,398030.5120823554,NA,206513.65481584708,NA,1632840.6874772806,NA,405499.8741582043,161563.48006076456
M316T623_POS,316.2553506654906,316.25512334279074,316.25621130624626,622.957763671875,621.72100830078125,623.594970703125,13,13,767045.8410588247,NA,2456224.130306124,2945427.6011324693,2479308.9929270395,2126799.8838796825,1927269.0798267748,2027401.234411893,1197675.6205031257,1778783.0260500964,2032863.5935387893,806703.6986249916,1514270.0221875203,1334378.0298136147
M316T568_POS,316.2556580572659,316.2555445272243,316.2565396530512,567.9779028320313,566.3974609375,568.7376708984375,8,8,NA,NA,549339.5360546772,479545.37151068007,NA,211260.39392471273,393306.8021264688,684289.5008071754,NA,246014.05981054317,NA,316514.79970393825,325507.9268696709,NA
M316T465_POS,316.3204313414739,316.32020311197675,316.32099704168314,465.06333923339844,462.28253173828125,469.44073486328125,14,13,1370320.1982875988,4378528.856152137,4194324.169455231,2505853.151254933,6328738.682258842,4403633.597027042,2007693.0629391083,3511039.1463070023,9495708.707876613,5227801.127551366,8884522.00346069,NA,2808790.6594306515,494782.07150511857
M317T608_POS,316.6648256328243,316.6644714879846,316.6653614842359,608.1411437988281,607.165771484375,608.99798583984375,14,14,804463.785293483,925664.7098174293,4492587.204601586,1664793.197794487,1341352.3640117282,2095259.7300000172,2372456.951854171,2418968.911866398,5563253.980485577,1398730.3664930672,1350596.307968744,10990933.33380417,6410140.831678086,963076.2515437581
M317T824_POS,316.9853699495725,316.98458066227914,316.9956544524086,823.83099365234375,820.15802001953125,826.51385498046875,13,13,12724390.094649712,11117875.875442859,1021378.3556419227,1493810.9081815023,863452.8178617128,953365.6013098935,751323.6756232561,973613.6749828125,525014.8619115939,937760.5675910335,825121.0852351324,NA,479726.37673153274,639164.7417881256
M317T362_POS,317.03604733513737,317.03589807669,317.0364001767265,362.066,356.7748718261719,363.9395446777344,7,7,NA,NA,NA,964302.5774210077,4090102.9697497813,NA,1688299.1546236656,641959.3674052706,NA,5323109.3414719235,3951068.743293448,NA,4204968.526281798,NA
M317T34_POS,317.0553572020537,317.0549833595496,317.0557860725741,33.92222023010254,32.100128173828125,48.17724609375,12,10,4596692.324974268,NA,11158323.856239852,9456894.022650294,NA,1377238.915625222,520094.0047565624,6923327.751154689,NA,11197723.758585274,3105035.108771982,NA,9914190.543154756,2405044.1985401767
M317T33_POS,317.08323691458617,317.0830526526569,317.0840258306774,33.18988037109375,32.8286018371582,33.80070114135742,9,9,4441360.1156364605,NA,2760493.500116033,4141094.027888841,NA,NA,NA,3784373.718408583,NA,8062624.704575669,1988244.2602570332,989592.8332646481,6922888.915618335,2720859.5603745542
M317T181_POS,317.0829561020972,317.0801671417751,317.08360681748167,181.4933624267578,178.5323486328125,194.28305053710938,8,7,597530.7104593744,NA,1165889.0831577964,NA,178197.2254096679,693503.0599865629,NA,NA,418827.21836275264,NA,NA,NA,482657.40659554,69381.16231874988
M317T539_POS,317.11406139896144,317.11387927712605,317.1148629740685,538.73529052734375,536.71563720703125,539.85321044921875,10,10,NA,NA,615708.4304583324,834919.3377138113,638208.5799733126,989403.8904721347,1363551.8065340514,837314.2691439904,588645.8895043237,1123337.06495868,612711.0650714305,857728.7689018857,NA,NA
M317T344_POS,317.11604587739805,317.11577590564133,317.1165942736224,343.6931457519531,342.1327209472656,345.247,7,7,NA,NA,193006.19812630274,NA,628477.0501975183,NA,109702.04097330756,NA,NA,NA,502472.5020210213,135063.38679408506,180948.02105078215,1903100.8411486603
M317T411_POS,317.1267972754208,317.1265160930192,317.1358617759083,410.91957092285156,406.87799072265625,423.0295715332031,18,14,1989178.6283247794,4083668.1658258922,789225.746655402,6474037.494810098,1905691.0068685631,1083635.0020484116,3803952.4298888366,2076651.5389659486,6315697.070852708,870795.2767037507,1807048.5071015654,5560734.492645528,6564108.447108182,2492951.016777437
M317T397_POS,317.1352578587662,317.13503420249236,317.13575986585414,397.218994140625,396.6043701171875,397.531982421875,10,10,NA,NA,1384450.6807140463,2083628.575642089,1849958.5425754911,2550737.7872228683,NA,507336.7407797617,755714.9651648402,349071.8781221785,1119415.581288414,608649.9095375453,NA,705027.8477900368
M317T642_1_POS,317.14896852667346,317.14876767760757,317.14959590858325,642.1233215332031,639.93017578125,643.5087890625,14,14,1387133.0411783813,3388927.6378275254,1019776.2208281294,4145231.024648114,3276108.199957019,2370691.8398350696,3813672.9908746765,6934245.528347717,1663905.6504560162,9813404.892162038,6265675.090451794,2404554.018455383,2120026.618938993,803408.6755015682
M317T170_POS,317.14888685293266,317.14872594012553,317.1493226978543,169.77481079101562,169.148,171.94541931152344,11,11,NA,200036.20275331952,582019.2677241196,1050575.9645932415,1384093.6014077514,649149.7258518618,1096380.858164063,1378830.5423535143,315073.53105796804,719235.4385258801,763963.7881022415,NA,331648.1592604158,NA
M317T402_POS,317.14901413908507,317.1488076338381,317.1495829100515,401.896240234375,400.6412048339844,408.112,11,8,NA,NA,NA,889032.9972996983,NA,378073.5130491645,454870.65672842535,499733.4523520149,NA,1337847.9965779965,492191.12340983195,NA,120627.21085077978,86235.16734199114
M317T574_POS,317.148986426115,317.14887062490243,317.14952704599597,574.3376770019531,559.34405517578125,574.9473876953125,8,7,NA,NA,NA,956710.3509843708,399973.0004885473,373691.0948846682,727479.5892908571,NA,257050.09297960717,2517846.6159165776,NA,NA,NA,93101.6055168266
M317T449_POS,317.17173834100396,317.1715421974967,317.17228642269407,449.18701171875,448.8860168457031,451.38507080078125,14,14,8122079.082822227,8830805.546948139,7507261.712124986,8561064.016454794,8546732.080404067,10662688.667314993,11176448.22015648,10823601.74619727,11407969.696736844,10758100.810217416,9527579.388031628,14976046.00857723,19019597.703124464,20346984.019826718
M317T468_POS,317.1718584761904,317.17148923154593,317.1722689219927,467.8642883300781,466.96063232421875,468.62225341796875,7,7,NA,1346236.099223442,NA,NA,1847422.7497593816,NA,NA,2117771.7045138865,NA,NA,1777605.3938124944,2596306.973686165,2639018.1141481474,3326501.1928385315
M317T559_1_POS,317.1776593791894,317.1622438077932,317.1778757631063,559.4063720703125,547.638427734375,560.03997802734375,13,13,24735366.395570617,24177837.64641424,292315.4823141329,642271.3071712888,572358.2511602618,245077.2426680886,441378.0073828163,NA,364133.8137363287,133933.63024891465,345401.53782788536,3121794.76452357,5053366.900049587,4976970.189481261
M317T611_POS,317.1782031536935,317.17789613552065,317.17871657917516,611.2476501464844,609.65960693359375,611.70831298828125,14,14,1661152.0083811213,7013537.304974903,8446493.331409216,5088062.436092333,16766497.695968218,2546758.7779306476,12437250.48182688,9896606.747865675,4928281.782689843,1563324.364345247,9252449.876485415,17217719.889920857,8928839.97701575,7458714.467318963
M317T570_POS,317.2080836369985,317.2074839345913,317.20867241535086,569.5019226074219,565.27008056640625,583.42657470703125,16,13,3777328.054400929,11336966.728973474,3510377.4273065417,7662068.626157981,8749753.649765609,3866388.7261926024,8446418.300482862,8396374.3314285,14652108.572509484,NA,4789908.500547342,4972558.739041635,6292695.781678458,4312877.063437532
M317T494_POS,317.19530475457765,317.1952012681282,317.2101252342441,493.82366943359375,488.116455078125,494.0353088378906,7,7,NA,NA,328872.48515136715,234941.7349015619,87161.76377944656,NA,NA,NA,NA,66647.4797724608,1677160.4107455446,2464863.3725564247,1374314.264095056,NA
