peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M435T489_POS,434.88138303093217,434.881122623969,434.8822623551277,489.35939025878906,489.0303039550781,490.7956237792969,12,12,NA,NA,768169.941941036,818667.6025923898,777523.7022089842,846078.8940862513,604008.2507786463,799951.3711738242,741497.644451088,679898.492010872,769875.3579278849,5706162.614496071,782292.779455609,1085063.1408304062
M435T404_POS,434.9822661073816,434.9818415534578,434.98293387226687,403.7791748046875,389.74432373046875,406.87799072265625,11,11,NA,NA,194578.45988034405,723191.0785577085,939604.0648018677,NA,1077306.876985895,1075012.2027905262,185124.79228505841,259765.5259423808,818018.7480459531,710338.1909864829,893828.4196542958,442761.0639036066
M435T431_POS,435.15790515166543,435.1575226994614,435.15839777181736,431.45628356933594,430.8169860839844,436.1286315917969,12,12,64799.79218608004,NA,162225.91553255185,269587.81858413346,448184.7028342154,516240.6453231938,355184.5698195296,468723.58285081654,451125.9419569087,223709.8980121782,NA,276484.9486355769,492127.16995194927,511928.25819901
M435T540_POS,435.19806944443854,435.19762636585597,435.19880726025764,540.44281005859375,533.6026611328125,541.06494140625,14,14,2468162.450764488,3639269.53871094,2606095.431857128,4456648.481732471,8348193.6620001625,1432766.7505380805,3136412.702605778,2223139.448754411,2517977.957095926,1897187.424705886,3375690.835856879,2891390.7879357217,2099608.059353881,2141213.026357032
M435T543_POS,435.2117672442844,435.21120533637816,435.2122690538476,542.9570617675781,542.2432861328125,543.865,8,8,NA,NA,125138.42445273415,NA,NA,NA,118195.23711860557,98745.27772347067,148170.294688281,4247134.865362971,NA,2303253.431425764,302778.29609555623,440829.849016545
M435T519_POS,435.2255660907106,435.2251826400045,435.22639605154063,519.4403076171875,518.4622802734375,520.560302734375,14,14,3466398.911358314,2804383.022166512,2170008.0694667026,1994391.6044488582,1623658.5927148357,1886834.5713025462,1533641.424286468,2244903.7546185176,1317557.2042109442,1678094.8863472224,1675512.795915416,2259436.281994937,1571836.7383806137,2028036.9947577987
M435T624_POS,435.26881833188634,435.26861251355746,435.2700323057939,623.898193359375,623.2852783203125,624.514,13,13,21277669.21347726,22447973.788857993,1225431.560039071,1015434.5168000907,1254854.8187792958,1065915.4658135343,1121834.965547449,1577763.6563399949,NA,805897.6744166681,1261517.6457060566,1248362.2702601897,1376172.6897878372,597706.2293593767
M435T478_POS,435.3324915621259,435.33207316700765,435.3331976660324,478.15924072265625,476.89434814453125,479.7132263183594,13,13,NA,182158.63997851592,833785.5960369811,1378577.8544753985,869422.2481570323,831126.5778839487,1225156.7376312485,997503.1255727947,898191.4600885459,1024260.5767362143,973902.8800145594,480426.20597055065,372193.4953568125,721759.397774673
M436T579_1_POS,435.76077214058967,435.7597846638566,435.76185843097164,579.33343505859375,578.18341064453125,580.08197021484375,14,14,644266.8445251739,1150944.609767371,1327225.8230847323,4241417.783366791,349529.1421875019,1360362.0856078176,1570933.1458307386,1037707.1933338433,991335.1138385403,357197.3557954244,517409.33978485374,1601815.8416398698,3037046.6602812563,1241800.0488392615
M436T818_1_POS,435.76852492750265,435.7679733139968,435.76922909941715,818.41387939453125,816.67529296875,821.28717041015625,11,11,NA,6111370.213447469,1543448.0781972553,NA,1918468.3928599593,9214582.733009085,16561474.669157391,16416983.527242145,12620637.91397134,9244885.458992584,NA,9015281.858590007,11168758.575000098,5463292.964804134
M436T540_POS,436.20158897293317,436.1926609551722,436.2022725747844,540.45355224609375,535.148193359375,555.8233642578125,15,14,376501.22616871865,645741.8082042827,450653.96140819957,860764.5964118299,1843319.907957693,229419.54453249637,548046.3314433603,357925.40823704435,361683.33190402004,273245.6225946226,543941.7021422673,547220.3686523406,372481.9994346251,377342.5808089023
M436T520_POS,436.2293469399591,436.22853009889263,436.2300944170326,519.6086120605469,518.04656982421875,520.54034423828125,10,10,NA,433349.4889993998,NA,200487.37384621188,175206.25148184874,202628.29125520575,187603.11002320712,NA,183758.9554475087,197986.78756640715,230826.97356525698,335293.5167999956,174218.45596777473,NA
M436T818_2_POS,436.2703233156135,436.26981923675163,436.2710221850688,818.3729248046875,816.19537353515625,821.28717041015625,10,10,NA,3660366.6917043827,824721.6282194317,NA,NA,4759386.621075323,9203839.438051451,8416754.077467851,6089600.55315974,5067712.400155136,NA,4710909.81214587,4818399.392120947,3358059.2929559196
M436T579_2_POS,436.2629356226751,436.2621115682674,436.2637531744332,579.4727783203125,578.18341064453125,580.63287353515625,9,9,NA,371827.8681311028,477210.50475703244,1854212.1574301496,NA,340749.7332572041,574942.496859382,355631.9200505887,NA,NA,NA,657719.4160787849,1619529.8714227006,409707.2345715114
M436T587_POS,436.2818755164542,436.28120789312067,436.2829794775369,586.62713623046875,585.86572265625,588.64190673828125,14,14,589350.2113526213,1098695.850838142,3826129.4635208473,1315387.8473951814,2175079.4926671553,3448248.848363984,2162695.658576987,1717440.9718409246,8123781.269366593,1498969.4675342178,2990967.7523559732,2715365.8249521405,5172443.090494367,1026511.9934448696
M436T819_POS,436.30879480780766,436.30840546617134,436.31012109826486,818.6796875,816.980224609375,821.73468017578125,11,11,NA,NA,1412556.6758684262,3827966.6691692905,2149395.965351016,2403956.7854622137,2403005.4882832645,2424890.32039845,2305018.8693308686,2722196.0835953956,NA,3376348.8257769686,2298446.0198007603,3843738.369577476
M436T695_POS,436.3086597154471,436.3083888164055,436.3096526424563,694.5952453613281,692.4298095703125,698.59503173828125,8,8,NA,NA,10290172.712762455,67680347.29139152,45700101.51613998,NA,15322669.951829962,NA,NA,19429473.616325602,41516114.17498988,25894898.980093814,NA,53434518.1422745
M436T660_POS,436.3410684755014,436.3405360394724,436.3505212128547,659.79425048828125,646.4227294921875,662.5484619140625,12,11,NA,NA,436387.5078107916,760342.6117795167,1150190.4211874877,634913.5098230587,351564.66444531264,751598.7799462179,1135330.5758780178,1124289.3570107936,544857.111603129,NA,422018.93049060076,502935.1972278592
M437T441_POS,436.7740513965078,436.773723861916,436.7751072513931,441.4218444824219,440.7857971191406,442.6679992675781,12,12,NA,NA,930721.6357402403,266850.57198047044,464962.0815085666,301686.6275048821,500455.5132568378,572065.4077213546,301203.03774804727,447220.1609653345,226896.8768303549,527010.6700878878,158505.60131250077,159255.77137926235
M437T506_1_POS,436.7741527011135,436.7739142756836,436.77511400217213,505.5730438232422,504.6429443359375,505.89208984375,10,10,235994.1022413667,NA,1016988.749396482,126442.09646935132,587518.7536743169,204973.7971942709,190292.93668945358,428825.09006146726,NA,671307.4204280424,191990.87248534936,NA,NA,162569.59655859455
M437T818_POS,436.77613446300114,436.77526056969026,436.7772082364796,818.05712890625,816.96282958984375,821.5906982421875,9,9,9864586.575436477,NA,155997435.90752193,17771010.137986388,2965177.4626074387,5314028.227138573,NA,3601791.2955651334,3443365.569730979,NA,5471685.979199754,79034289.41242674,NA,NA
M437T538_POS,437.1472534545252,437.14699318370174,437.1482863530918,537.651611328125,535.14453125,539.5416259765625,9,9,NA,NA,264628.9812513991,620146.5839406106,544195.6427285167,614721.8314229256,801344.6179220648,353574.3242118297,NA,NA,543763.3274897363,859895.9087926018,NA,171734.4520971353
M437T549_POS,437.1837736985463,437.1832810438503,437.18424860288434,548.78985595703125,547.1563720703125,549.4775390625,9,9,NA,NA,185522.2285156285,475147.929235795,1598196.1335075304,NA,400291.6328947353,207795.11307673008,329534.01045522804,323278.4029464864,804611.7551011494,NA,NA,223797.3846123632
M437T477_POS,437.1926600657938,437.1923189557116,437.1934932607521,477.2416534423828,477.152099609375,479.3092956542969,14,14,3827648.5134224053,3152275.5000716224,797438.109485603,2730337.3503816705,7653293.831060489,8906383.520734033,4597894.916020276,2537774.74567857,2969062.9016891574,6264889.894397817,6867670.773632904,12134549.099379262,5873863.023524828,7675774.012163114
M437T304_POS,437.23487416556964,437.2345857823044,437.23568399097763,304.1454162597656,303.2086486816406,304.7987976074219,14,14,5451422.684938361,2965721.2099347124,4421001.257080071,1836515.0452130663,3064769.868290926,2977686.9261355023,3474624.907824166,3964607.308931768,2743744.5634353594,3999998.226059962,2677157.0433875355,16871871.27781236,4369272.659891759,5046747.494310997
M437T587_POS,437.2853319358329,437.2633862487225,437.28619615401516,586.77093505859375,575.6671142578125,587.384,8,8,NA,NA,760915.3228801091,171653.54984597844,465877.33229295997,562977.1348428394,259083.42896338424,NA,1655238.5588055612,NA,621360.1356219118,NA,951541.1699513717,NA
M437T506_2_POS,437.2748851017767,437.2644031164927,437.27606108673007,505.56134033203125,504.3922119140625,506.2025451660156,7,7,NA,NA,364801.59354352317,NA,208187.98077656218,NA,NA,89724.66503027342,NA,218246.33930539692,NA,1397800.963017116,2258300.2194409175,3871800.9655151377
M437T695_POS,437.31189210121926,437.3115392622364,437.31294974957723,694.5952453613281,692.4298095703125,698.59503173828125,8,8,NA,NA,2493216.8804696593,15711355.424330398,10920538.603566092,NA,3551200.0401520263,NA,NA,4946157.009600031,10613938.013144538,6342851.907586538,NA,13095846.855218843
M437T525_POS,437.34761250154395,437.34731867567837,437.34830666762554,524.87493896484375,524.26275634765625,525.83795166015625,7,7,NA,138539.11476111578,NA,412628.10041835863,469170.65960312565,198296.73022010014,NA,NA,72433.16625000027,161088.98585936983,481649.496173824,NA,NA,NA
M437T662_POS,437.34111236513723,437.34042403397507,437.34478428714016,662.43585205078125,655.71142578125,668.5582275390625,7,7,NA,NA,NA,NA,1965394.8202441433,129033.9021906279,NA,800660.0535435308,118091.59691601554,1680265.0927359343,2619191.650998348,NA,1210756.513094558,NA
M438T819_POS,437.7838930743526,437.78015816003597,437.7843303564254,818.9363249511719,816.92620849609375,821.1956787109375,8,8,2864588.2715275604,2829516.4376367414,18050913.639811035,4123083.987651933,NA,NA,5300143.164843771,NA,NA,5033713.339026832,3587764.181635914,15336426.9963452,NA,NA
M438T477_POS,438.19614795013985,438.19589338283373,438.19692700645936,477.2397766113281,476.920166015625,479.6227722167969,13,13,905392.3364685572,651258.2043119009,NA,614279.6676787629,1910618.3295588316,2281715.160447457,1462515.3088436145,522966.62518198177,539882.0245808997,1597303.8416985136,1643154.5260950597,2982086.1022372292,1455533.4484696856,1897608.375477583
M438T261_POS,438.23394118260524,438.2335992845025,438.2345918461325,261.21759033203125,260.3004150390625,263.0940856933594,13,13,NA,572496.3231876609,814363.2818578135,1368222.6363506953,758618.5593211984,1313699.9266892371,1816346.8275712936,1257883.418567057,1841371.376580392,729604.4351098809,601236.6195312492,853761.3891735211,955392.4001059728,234620.45319470143
M438T304_POS,438.23822324915966,438.23773321365417,438.23906765338444,304.1454162597656,303.2086486816406,304.7987976074219,14,14,984201.4247847266,515797.77835467324,810841.0547260493,242582.76822773393,533006.5495358085,484145.24224566005,587811.1054300384,669710.6372455118,475643.2025878917,695702.0196809912,413763.67454955966,3193750.929536819,772426.9477140659,840404.671051935
M438T600_POS,438.29718720105404,438.2968587244798,438.29818105352996,600.3439636230469,599.6700439453125,602.57000732421875,14,14,1776738.908465513,12972795.684397658,11085344.834983252,5613876.815888634,19752528.59822695,10858108.387418829,5075765.299391787,8807929.687841525,21640316.4669929,5256729.693646518,10136894.211372329,9931111.624534277,15827443.699115781,8146707.306254458
M439T626_POS,438.8111263226298,438.80199151026295,438.8119672954721,625.5915832519531,620.93829345703125,627.60284423828125,16,12,NA,1455619.5000277678,522785.6636789115,NA,1369048.8983374978,1527219.9574434923,935144.6579492181,718873.7139492085,6698534.680825638,925738.9515417429,1713051.2344218744,1121206.037770923,1460697.4385195298,410569.1027236341
M439T182_POS,439.058749056431,439.05831968401753,439.0595176098364,181.5929412841797,180.62437438964844,196.1539764404297,9,8,NA,NA,NA,NA,2599220.4513189145,869551.978394531,NA,924413.4915559486,2449398.1324047972,886469.88603289,NA,646638.0476866761,2706309.6178896194,273021.03572553484
M439T448_POS,439.19309693514407,439.19268310403174,439.1974521875234,448.27685546875,444.8059387207031,476.8399353027344,19,14,3915427.4181049154,4081395.9980624956,3495088.603344725,7384838.812331718,2279621.977454204,2530415.1061864593,1964933.3787402273,3187627.5327404253,2828566.773214843,1827217.4835375007,1290027.9508662147,1878176.725602639,4088755.1094026207,3690631.7632063767
M439T504_POS,439.19950881714124,439.199181465391,439.20792178772274,503.6985778808594,503.1675720214844,521.13922119140625,13,12,NA,NA,615832.9830700695,612065.7597484365,601097.1444926456,923758.9558697606,810158.1558599338,896144.7603032492,634428.572971873,631629.965338655,668032.9191300645,4087553.7596833413,2460576.7598238084,2966774.3868247494
M439T441_POS,439.2518179062498,439.2510529582574,439.25254002917427,441.4218292236328,440.7857971191406,442.98004150390625,14,14,1116237.2093025278,577425.1881911155,683989.5410518927,254841.27446626578,455546.02013110084,308595.1700234363,631237.3225150703,711134.6136429654,456768.6334269693,571298.2922636735,377925.55522382754,1227960.2100933478,399602.29237499955,524177.2153812476
M439T625_POS,439.25241511224016,439.23678715780494,439.25264834223975,624.7911376953125,622.368408203125,625.86663818359375,7,7,NA,NA,NA,419594.4569557299,366437.5477359385,431988.2188343293,613071.3549479163,693691.049742189,NA,317093.0494648435,NA,142014.16116071277,NA,NA
M439T506_POS,439.25179624400505,439.251331341798,439.2527616803949,505.56732177734375,505.2525329589844,506.274658203125,13,13,2759755.560942533,672635.8082407931,710755.1459800784,105064.88448264002,589988.3323500033,226076.45519110456,194253.21035859492,439818.96156307106,NA,983952.6693121495,188525.17983565762,1053007.9936937068,137407.2829673832,457237.7382042979
M439T588_POS,439.2827377279657,439.2822472601578,439.2830715920963,588.3138122558594,587.64654541015625,589.53857421875,10,10,322170.5532807046,280650.3992364727,322857.0474730947,309081.64108203625,341815.8149370148,236275.120200996,NA,558074.7748052134,527838.4827708197,374788.7674479309,321697.44325487077,NA,NA,NA
M439T600_POS,439.30070974217256,439.3002755270214,439.3015722218716,600.3287048339844,599.8365478515625,604.136962890625,14,14,385252.3284736127,3012924.2892000023,2386739.4484804855,1255457.4054588724,4261071.617262453,2393196.005334078,984293.753039259,1560402.658966204,4540744.645355707,1272826.8117825508,2181871.7752046436,1936316.6258320098,3163767.7109211814,1794148.1660825426
M439T652_POS,439.3191803288038,439.3184294165754,439.3198975433623,652.4420166015625,648.7562255859375,654.11163330078125,11,11,3184512.020573871,3945499.55484377,NA,NA,1502174.9155781243,2166333.3793828064,1022834.1190542177,1940902.7742900061,5435322.5393900415,NA,2169131.0620781286,1155261.0368692237,1647912.4204003874,284054.4170705907
